Date time,Minimum Temperature,Maximum Temperature,Relative Humidity,Wind Speed,Precipitation,Cloud Cover,Sea Level Pressure,Latitude,Longitude
01/01/2011,-10.3,-6.1,95.91,10.9,0,84.6,1017.5,45.4337,28.0548
01/02/2011,-9.6,1.6,86.33,14.3,0,29.3,1014.9,45.4337,28.0548
01/03/2011,-3,-0.9,96.54,14.5,2,97.8,1018.9,45.4337,28.0548
01/04/2011,-12.8,-1.7,88.14,10.9,0,28.5,1024.4,45.4337,28.0548
01/05/2011,-11.1,-7,97.25,7.1,0.7,98.8,1029.2,45.4337,28.0548
01/06/2011,-8.4,-2.2,98.6,10.7,0,81.1,1029.3,45.4337,28.0548
01/07/2011,-5.6,-3.6,99.9,10.7,0,97.6,1028.2,45.4337,28.0548
01/08/2011,-5.9,-1,96.62,7.3,0,67.4,1025.6,45.4337,28.0548
01/09/2011,-1.4,3.6,98.47,14.4,0.7,93,1022.7,45.4337,28.0548
01/10/2011,1.2,5.9,98.6,7.3,0,99.5,1026.2,45.4337,28.0548
01/11/2011,1.4,4.7,99.01,7.4,0,98.6,1024.3,45.4337,28.0548
01/12/2011,3.2,5.9,99.11,10.8,0,100,1019.6,45.4337,28.0548
01/13/2011,0.4,3.6,99.89,10.9,0,99.8,1016.5,45.4337,28.0548
01/14/2011,0.8,2.9,99.99,14.3,0,87.3,1015.3,45.4337,28.0548
01/15/2011,1.6,7.4,99.44,10.7,0,61.4,1015,45.4337,28.0548
01/16/2011,-0.1,7.1,90.68,21.6,0,86.6,1023.4,45.4337,28.0548
01/17/2011,-1.6,5.7,93.24,10.8,0,67.4,1029,45.4337,28.0548
01/18/2011,0.4,4.7,98.25,7.2,0,91,1025.5,45.4337,28.0548
01/19/2011,-0.4,1.2,99.97,7.1,0,99.5,1023.2,45.4337,28.0548
01/20/2011,0.9,4.1,99.97,7.3,0,99.6,1019.4,45.4337,28.0548
01/21/2011,1.2,2.6,99.99,17.9,3.3,99.9,1022.4,45.4337,28.0548
01/22/2011,-1.9,1.2,99.99,18,25.9,99.8,1023.7,45.4337,28.0548
01/23/2011,-4.1,-2.1,99.98,18.1,13.7,99.8,1016.8,45.4337,28.0548
01/24/2011,-5.9,-1.9,98.24,7.3,0,78.5,1017.7,45.4337,28.0548
01/25/2011,-8.8,-4.1,90.79,14.4,0,63.9,1017.8,45.4337,28.0548
01/26/2011,-12.9,-6.4,97.9,10.7,0,83.4,1015.4,45.4337,28.0548
01/27/2011,-10.3,-7.2,97.66,7.3,0,91.2,1018.5,45.4337,28.0548
01/28/2011,-10.6,-4.3,93.21,14.5,0,43.9,1025.8,45.4337,28.0548
01/29/2011,-10.8,-2.8,89.22,10.9,0,22,1026.4,45.4337,28.0548
01/30/2011,-15.8,-6.9,93.33,10.7,0,48.2,1021.2,45.4337,28.0548
01/31/2011,-15.8,-1,88.05,14.5,0,37.4,1023.5,45.4337,28.0548
02/01/2011,-9.3,-1.5,83.79,18,0,41.6,1025.4,45.4337,28.0548
02/02/2011,-9.1,-6.3,96.61,10.9,0,52.7,1022.9,45.4337,28.0548
02/03/2011,-13.9,-5.8,95.46,10.9,0,56.7,1025.1,45.4337,28.0548
02/04/2011,-10.3,-1,90.7,14.3,0,24.4,1026.1,45.4337,28.0548
02/05/2011,-7.1,1.7,86.57,21.7,0,60.8,1019.4,45.4337,28.0548
02/06/2011,-2.4,4.2,84.95,14.4,0,21.5,1018.5,45.4337,28.0548
02/07/2011,0.4,6.4,83.92,10.8,0,27.6,1020.9,45.4337,28.0548
02/08/2011,-0.9,7.1,84.04,18,0,2.9,1016.9,45.4337,28.0548
02/09/2011,0.2,6.7,70.48,14.5,0,15.3,1017,45.4337,28.0548
02/10/2011,-1.1,5.9,64.87,11,0,4.4,1021.5,45.4337,28.0548
02/11/2011,-4.2,3.4,76.76,21.7,0,42,1017.7,45.4337,28.0548
02/12/2011,-1.3,5.7,78.32,25.5,1,96.4,1005.2,45.4337,28.0548
02/13/2011,-4.3,1.9,63.31,14.6,0,35.1,1019.1,45.4337,28.0548
02/14/2011,-5.6,-1.3,72.69,14.4,0,52.3,1017.3,45.4337,28.0548
